doi,title,abstract,year,doc_type,authors,affiliations,funders,grant_numbers,journal,source,query_source,is_funder,is_author,is_lead_author,is_sole_author,pc_text_source,pc_classified_by,pc_category,pc_field,pc_rationale
10.1371/journal.pone.0237686,Reconciling fish and farms: Methods for managing California rice fields as salmon habitat,"Rearing habitat for juvenile Chinook Salmon (Oncorhynchus tshawytscha) in California, the southernmost portion of their range, has drastically declined throughout the past century. Recently, through cooperative agreements with diverse stakeholders, winter-flooded agricultural rice fields in California's Central Valley have emerged as ecologically functioning floodplain rearing habitat for juvenile Chinook Salmon. From 2013 to 2016, we conducted a series of experiments examining methods to enhance habitat benefits for fall-run Chinook Salmon reared on winter-flooded rice fields in the Yolo Bypass, a modified floodplain managed for flood control, agriculture, and wildlife habitat in the Sacramento River Valley of California. Investigations included studying the effect of 1) post-harvest field substrate; 2) depth refugia; 3) duration of field drainage; and 4) duration of rearing occupancy on in-situ diet, growth and survival of juvenile salmon. Post-harvest substrate treatment had only a small effect on the lower trophic food web and an insignificant effect on growth rates or survival of rearing hatchery-origin, fall-run Chinook Salmon. Similarly, depth refugia, created by trenches dug to various depths, also had an insignificant effect on survival. Rapid field drainage yielded significantly higher survival compared to drainage methods drawn out over longer periods. A mortality of approximately one third was observed in the first week after fish were released in the floodplain. This initial mortality event was followed by high, stable survival rates for the remainder of the 6-week duration of floodplain rearing study. Across years, in-field survival ranged 7.4-61.6% and increased over the course of the experiments. Despite coinciding with the most extreme drought in California's recorded history, which elevated water temperatures and reduced the regional extent of adjacent flooded habitats which concentrated avian predators, the adaptive research framework enabled incremental improvements in design to increase survival. Zooplankton (fish food) in the winter-flooded rice fields were 53-150x more abundant than those sampled concurrently in the adjacent Sacramento River channel. Correspondingly, observed somatic growth rates of juvenile hatchery-sourced fall-run Chinook Salmon stocked in rice fields were two to five times greater than concurrently and previously observed growth rates in the adjacent Sacramento River. The abundance of food resources and exceptionally high growth rates observed during these experiments illustrate the potential benefits of using existing agricultural infrastructure to approximate the floodplain wetland physical conditions and hydrologic patterns (shallow, long-duration inundation of cool floodplain habitats in mid-winter) under which Chinook Salmon evolved and to which they are adapted.",2021,Article,Holmes E.J.; Saffarinia P.; Rypel A.L.; Bell-Tilcock M.N.; Katz J.V.; Jeffres C.A.,"University of California, Davis; California Trout",Department of Water Resources; Bureau of Reclamation,,Plos One,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,biological and ecological sciences,fisheries biology,"This study investigates methods to enhance rearing habitat for juvenile Chinook salmon on winter-flooded rice fields, examining substrate treatment, depth refugia, drainage methods, food web productivity, growth, and survival. The primary objective is optimizing habitat conditions and management practices for salmon—a managed fish species. This is fisheries biology focused on fish survival, growth, and habitat use in a managed agricultural-floodplain system."
10.1371/journal.pone.0265402,Five decades (1972-2020) of zooplankton monitoring in the upper San Francisco Estuary,"We present the longest available dataset (by 15 years) of estuarine zooplankton abundance worldwide. Zooplankton have been monitored throughout the upper San Francisco Estuary from 1972 -present due to its status as a central hub of California water delivery and home to commercially important and endangered fishes. We integrated data from five monitoring programs, including over 300 locations, three size-classes of zooplankton targeted with different gears, over 80,000 samples, and over two billion sampled organisms. Over the duration of this dataset, species invasions have driven community turnover, periodic droughts have occurred, and important fishes have declined, likely due in part to reduced food supply from zooplankton. Data from the individual surveys have been used in prior studies on issues related to species invasions, flows, fish diets and population dynamics, zooplankton population dynamics, and community ecology. Our integrated dataset offers unparalleled spatio-temporal scope to address these and other fundamental ecological questions.",2022,Article,Bashevkin S.M.; Hartman R.; Thomas M.; Barros A.; Burdi C.E.; Hennessy A.; Tempel T.; Kayfetz K.,California Department of Water Resources; California Department of Fish and Wildlife; Delta Stewardship Council; California Department of Fish and Wildlife,,,Plos One,scopus,affiliation,FALSE,TRUE,TRUE,FALSE,title+abstract,llm-full,biological and ecological sciences,aquatic ecology,"This paper presents a 50-year zooplankton monitoring dataset spanning the upper San Francisco Estuary. While zooplankton are fish food, the primary contribution is documenting long-term community structure, abundance, species invasions, and community turnover across the estuary—core aquatic ecology topics examining trophic structure and ecosystem dynamics. The dataset supports ecological questions about community ecology, population dynamics, and ecosystem responses to environmental change."
10.1371/journal.pone.0286027,Captive-reared Delta Smelt (Hypomesus transpacificus) exhibit high survival in natural conditions using in situ enclosures,"Conservation of endangered fishes commonly includes captive breeding, applied research, and management. Since 1996, a captive breeding program has existed for the federally threatened and California endangered Delta Smelt Hypomesus transpacificus, an osmerid fish endemic to the upper San Francisco Estuary. Although this program serves as a captive refuge population, with experimental releases being initiated to supplement the wild population, it was uncertain how individuals would survive, feed, and maintain condition outside hatchery conditions. We evaluated this and the effects of three enclosure designs (41% open, 63% open, and 63% open with partial outer mesh wrap) on growth, survival, and feeding efficacy of cultured Delta Smelt at two locations (Sacramento River near Rio Vista, CA and in Sacramento River Deepwater Ship Channel) in the wild. Enclosures exposed fish to semi-natural conditions (ambient environmental fluctuations and wild food resources) but prevented escape and predation. After four weeks, survival was high for all enclosure types (94-100%) at both locations. The change in condition and weight was variable between sites, increasing at the first location but decreasing at the second location. Gut content analysis showed that fish consumed wild zooplankton that came into the enclosures. Cumulatively, results show that captive-reared Delta Smelt can survive and forage successfully when housed in enclosures under semi-natural conditions in the wild. When comparing enclosure types, we observed no significant difference in fish weight changes (p = 0.58- 0.81 across sites). The success of housing captive-reared Delta Smelt in enclosures in the wild provides preliminary evidence that these fish may be suitable to supplement the wild population in the San Francisco Estuary. Furthermore, these enclosures are a new tool to test the efficacy of habitat management actions or to acclimate fish to wild conditions as a soft release strategy for recently initiated supplementation efforts.",2023,Article,Baerwald M.R.; Kwan N.; Pien C.; Auringer G.; Carson E.W.; Cocherell D.E.; Ellison L.; Fangue N.A.; Finger A.J.; Gille D.A.; Hudson H.; Hung T.C.; Sommer T.; Stevenson T.; Schreier B.M.,"University of California, Davis; United States Fish and Wildlife Service; California Department of Water Resources",,,Plos One,scopus,affiliation,FALSE,TRUE,FALSE,FALSE,title+abstract,llm-full,biological and ecological sciences,fisheries biology,"This study examines the survival, growth, feeding, and condition of captive-reared Delta Smelt when exposed to semi-natural conditions using enclosures. The primary research question is whether hatchery fish can survive and forage successfully in the wild as part of supplementation efforts for this endangered fish population. The focus is on fish biology, captive breeding outcomes, and suitability for population supplementation, making this a fisheries biology study rather than aquatic ecology, which would focus more broadly on community and ecosystem processes."
10.1371/journal.pone.0286151,"Nest attendance, incubation constancy, and onset of incubation in dabbling ducks","In birds, parents must provide their eggs with a safe thermal environment suitable for embryonic development. Species with uniparental incubation must balance time spent incubating eggs with time spent away from the nest to satisfy self-maintenance needs. Patterns of nest attendance, therefore, influence embryonic development and the time it takes for eggs to hatch. We studied nest attendance (time on the nest), incubation constancy (time nests were at incubation temperatures), and variation in nest temperature of 1,414 dabbling duck nests of three species in northern California. Daily nest attendance increased from only 1–3% on the day the first egg was laid to 51–57% on the day of clutch completion, and 80–83% after clutch completion through hatch. Variation in nest temperature also decreased gradually during egg-laying, and then dropped sharply (33–38%) between the day of and the day after clutch completion because increased nest attendance, particularly at night, resulted in more consistent nest temperatures. During the egg-laying stage, nocturnal nest attendance was low (13–25%), whereas after clutch completion, nest attendance was greater at night (≥87%) than during the day (70–77%) because most incubation recesses occurred during the day. Moreover, during egg-laying, nest attendance and incubation constancy increased more slowly among nests with larger final clutch sizes, suggesting that the number of eggs remaining to be laid is a major driver of incubation effort during egg-laying. Although overall nest attendance after clutch completion was similar among species, the average length of individual incubation bouts was greatest among gadwall (Mareca strepera; 779 minutes), followed by mallard (Anas platyrhynchos; 636 minutes) and then cinnamon teal (Spatula cyanoptera; 347 minutes). These results demonstrate that dabbling ducks moderate their incubation behavior according to nest stage, nest age, time of day, and clutch size and this moderation likely has important implications for egg development and overall nest success.",2023,Article,Alex Hartman C.; Ackerman J.T.; Peterson S.H.; Fettig B.; Casazza M.; Herzog M.P.,United States Geological Survey,U.S. Geological Survey,,Plos One,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,biological and ecological sciences,avian biology,"This paper investigates nest attendance, incubation constancy, and nest temperature patterns in three species of dabbling ducks, examining how these birds modulate incubation behavior according to nest stage, clutch size, and time of day. The central scientific objective is understanding avian breeding biology, incubation physiology, and behavioral variation across species and conditions. This is clearly avian biology rather than terrestrial ecology, as birds are the focal taxonomic group and the study centers on reproductive behavior and life history."
10.1371/journal.pone.0328149,Potential impacts of 2.3.4.4b highly pathogenic H5N1 avian influenza virus infection on Snow Goose (Anser caerulescens) movement ecology,"While wild waterfowl are known reservoirs of avian influenza viruses and facilitate the movement of these viruses, there are notable differences in the response to infection across species. This study explored differential responses to infection with highly pathogenic avian influenza in Snow Geese (Anser caerulescens) located in the California Central Valley. Though H5 antibody prevalence was high across years among birds sampled in the winter (75% in both years via hemagglutination inhibition), these values were even higher among birds sampled in summer that failed to migrate (i.e., August 2023 = 100% and August 2024 = 93% via hemagglutination inhibition). Birds that failed to migrate were also generally lighter than birds sampled in the winter and presented notable damage to cerebrum and cerebellum. In December 2022, a single individual positive for infection with H5N1 at the time of sampling indicated reduced movement during the 14 days following sampling but completed spring migration comparably with uninfected conspecifics. However, while no birds were actively infected during sampling and marking in 2023, two marked geese departed for migration late and one did not migrate at all. Additional banded birds marked in August have been reencountered in scenarios ranging from hunter harvest at a different site over a year later to found dead shortly after banding. Our data indicate that Snow Geese infected with HPAI have the potential to express variable outcomes following infection with highly pathogenic H5N1, ranging from rapid recovery within a migratory season to death. These data also suggest that the abnormal failure of some Snow Geese to migrate from the Central Valley is likely driven by HPAI infection.",2025,Article,Sullivan J.D.; Casazza M.L.; Poulson R.L.; Matchett E.L.; Overton C.T.; Carpenter M.; Lorenz A.A.; McDuie F.; Derico M.; Howerth E.W.; Stallknecht D.E.; Prosser D.J.,University of Georgia; United States Geological Survey; United States Geological Survey; United States Fish and Wildlife Service,U.S. Geological Survey,75N93021C00016,Plos One,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,biological and ecological sciences,avian biology,"This study examines the effects of highly pathogenic H5N1 avian influenza infection on Snow Goose movement ecology, migration behavior, and survival. The primary research question addresses how infection impacts migratory patterns, body condition, antibody prevalence, and survival outcomes in this bird species. While disease is involved, the central focus is on avian movement ecology, migration, and population-level responses to infection, making this an avian biology study rather than aquatic toxicology or epidemiology."
10.1520/GTJ20180117,Slurry deposition method of low-plasticity intermediate soils for laboratory element testing,"A repeatable preparation method is useful for investigating systematic variations in behavior across a range of soil types (e.g., gradation, plasticity) and test conditions (e.g., stress level, stress history). Existing methods for preparation of laboratory specimens can be generally categorized into those for cohesionless and cohesive soils, thereby focusing on a narrow range of soils and test conditions. The applicability of these conventional preparation techniques for soils with intermediate (or transitional) properties and behaviors are relatively unknown. In this study, a range of intermediate soils that are not amenable to traditional sand-like or claylike characterization are prepared using a slurry deposition technique and evaluated in oedemetric consolidation, undrained monotonic triaxial shear, and both undrained monotonic and undrained cyclic direct simple shear by three researchers at two separate universities. Results indicate that the slurry technique developed herein can produce uniform mixtures of nonplastic, low-plasticity, and high-plasticity soils, with repeatable behaviors obtained from singular mixtures for all test methods. Evaluation of specimen response across this range of soils exhibits systematic trends of increasing compressibility with increasing plasticity and a transition from dilative to contractive tendencies with increasing soil plasticity. Collectively, these results for synthetic mixtures of silica silt and kaolin clay suggest that the slurry deposition technique is applicable to fine-grained, intermediate soils across a range of plasticity from nonplastic to high-plasticity soils.",2020,Article,Krage C.P.; Price A.B.; Lukas W.G.; DeJong J.T.; DeGroot D.J.; Boulanger R.W.,"University of California, Davis; University of Massachusetts, Amherst; Fugro; GEI Consultants",National Science Foundation,CMMI-1138203,Geotechnical Testing Journal,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,engineering,civil engineering,"This paper develops and evaluates a slurry deposition method for preparing laboratory specimens of low-plasticity intermediate soils for geotechnical element testing. The primary objective is to establish a repeatable specimen preparation technique and characterize mechanical behavior (consolidation, shear strength, compressibility) across a range of soil plasticity. This is civil engineering because it focuses on material properties, testing methods, and mechanical behavior relevant to geotechnical design and infrastructure performance, not on soil formation, pedogenesis, or land-surface processes."
10.1525/cond.2009.090004,"Home range, habitat selection, and movements of California Black Rails at tidal marshes at San Francisco Bay, California","Little is known about the movements and habitat selection of California Black Rails (Laterallus jamaicensis coturniculus) in coastal California. We captured 130 Black Rails, of which we radio-marked 48, in tidal marshes in San Francisco Bay during 2005 and 2006. Our objective was to examine their home ranges, movements, and habitat selection to improve the species' conservation. The mean fixed-kernel home range was 0.59 ha, the mean core area was 0.14 ha. Home ranges and core areas did not differ by year or site. Males had significantly larger home ranges and core areas than did females. All sites combined, Black Rails used areas with ≥94% total vegetative cover, with perennial pickleweed (Sarcocornia pacifica) the dominant plant. The rails' habitat selection varied by year and site but not by sex. A multivariate analysis of variance indicated that Black Rails selected areas with pickleweed taller and denser than average, greater cover and height of alkali bulrush (Bolboschoenus maritimus) and common saltgrass (Distichlis spicata), more stems between 20 and 30 cm above the ground, maximum vegetation height, and shorter distance to refugia. On average, Black Rails moved 27.6 ±1.8 (SE) m daily and 38.4 ± 5.5 m during extreme high tides. Understanding the California Black Rail's movements, home range, and habitat use is critical for management to benefit the species. © 2009 by The Cooper Ornithological Society.",2009,Article,Tsao D.C.; Takekawa J.Y.; Woo I.; Yee J.L.; Evens J.G.,United States Geological Survey; California Department of Water Resources; Avocet Research Associates,,,Condor,scopus,affiliation,FALSE,TRUE,FALSE,FALSE,title+abstract,llm-full,biological and ecological sciences,avian biology,"This study examines home range, movements, and habitat selection of California Black Rails in tidal marshes, using radio telemetry and habitat characterization. The primary research question addresses the spatial ecology and habitat use patterns of this bird species to inform conservation. The focus is on avian movement ecology, space use, and habitat preferences, making this an avian biology study rather than terrestrial ecology, which would address broader multi-taxon processes, or restoration ecology, which would focus on recovery trajectories at restored sites."
10.1525/cse.2020.1225640,California's Sacramento-San Joaquin delta as an exemplary Anthropocene landscape,"Like inhabited deltas worldwide, California's Sacramento-San Joaquin Delta has been intensively and irreversibly transformed by certain human activities. This case study joins research from the Sacramento-San Joaquin Delta with global discussions about Anthropocene landscapes in general and Anthropocene Deltas in particular, which we understand to be both shaped by people and shaping people. Through engaging with this case study, we expect readers to be able to think about how an evolving Sacramento-San Joaquin Delta exemplifies an Anthropocene landscape and engage with the implications of a pivot away from economic growth and toward sufficiency as a central management objective.",2020,Article,Kraus-Polk A.; Fulton J.,"University of California, Davis; California State University, Sacramento",Department of Water Resources,4600012167,Case Studies in the Environment,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,planning and social sciences,environmental policy,"This essay discusses the Sacramento-San Joaquin Delta as an Anthropocene landscape shaped by and shaping human activities, and proposes a pivot from economic growth to sufficiency as a central management objective. The primary focus is on governance frameworks, management philosophy, and policy objectives for the Delta system. This is environmental policy because it addresses institutional approaches and management paradigms rather than biophysical processes, infrastructure design, or specific ecological outcomes."
10.15447//SFEWS.2020V18ISS3ART1,How to respond? An introduction to current bay-delta natural resources management options,Abstracts are not presented with Essays. -The SFEWS Editors,2020,Article,Sommer T.,California Department of Water Resources,,,San Francisco Estuary and Watershed Science,scopus,funder; affiliation,TRUE,TRUE,TRUE,TRUE,title+abstract,llm-full,planning and social sciences,environmental policy,"This is an essay introducing natural resources management options for the Bay-Delta, without an abstract. Given the title's focus on management options and response strategies, and the context of being an essay rather than a research article, this appears to be a discussion of policy and management frameworks. It is classified as environmental policy in the absence of evidence that it centers on a specific biophysical process, infrastructure design, or ecological study."
10.15447/sfews.2013v11iss1art3,Migration patterns of Juvenile Winter-run-sized Chinook salmon (Oncorhynchus tshawytscha) through the Sacramento-San Joaquin delta,"The decline of Sacramento River winter-run Chinook salmon (Oncorhynchus tshawytscha) remains one of the major water management issues in the Sacramento River. Few field studies have been published on winter-run, leaving gaps in our knowledge about their life history. This is especially true in the Sacramento-San Joaquin Delta, which provides essential rearing and migratory habitats for winter-run, and serves as the center of water operations for California. Using long-term monitoring data that identified winter-run-sized fish (""winter-run"") using length-at-date criteria, we examined patterns of juvenile migration in terms of geographic distribution, timing, numbers, and residence times. We analyzed the role of flow, turbidity, temperature, and adult escapement on the downstream movement (""migration"") of winter-run. Winter-run passed Knights Landing (rkm 144 or 51 rkm upstream of the Delta) between October and April, with substantial variation in peak time of entry that was stronglyassociated with the first high flows of the migration season. Specifically, the first day of flows of at least 400 m<sup>3</sup> s<sup>-1</sup> at Wilkins Slough (rkm 190) coincided with the first day that at least 5% of the annual total catch was observed at Knights Landing. While the period during which winter-run left the Delta spanned several months based on Chipps Island (rkm 29) catch data, the median catch typically occurred over a narrow window in March. Differences in timing of cumulative catch at Knights Landing and Chipps Island indicate that apparent residence time in the Delta ranges from 41 to 117 days, with longer apparent residence times for juveniles arriving earlier at Knights Landing. We discuss the potential importance of the Yolo Bypass floodplain as an alternative rearing and migratory corridor, contingent on the timing, duration, and magnitude of floodplain inundation. These results carry implications for habitat restoration and management of Sacramento River flows.",2013,Article,Del Rosario R.B.; Redler Y.J.; Newman K.; Brandes P.L.; Sommer T.; Reece K.; Vincik R.,United States Fish and Wildlife Service; National Marine Fisheries Service; California Department of Fish and Wildlife; California Department of Water Resources,,,San Francisco Estuary and Watershed Science,scopus,affiliation,FALSE,TRUE,FALSE,FALSE,title+abstract,llm-full,biological and ecological sciences,fisheries biology,"This paper examines migration patterns, timing, geographic distribution, residence times, and habitat use of juvenile winter-run Chinook salmon through the Sacramento-San Joaquin Delta using long-term monitoring data and length-at-date criteria. The primary research question addresses fish movement ecology, migration timing in relation to flow and environmental variables, and habitat use during downstream migration. The focus is on fish biology, life history, and migration behavior of a managed salmon population, making this fisheries biology rather than hydrology or aquatic ecology."
10.15447/sfews.2013v11iss2art4,A place to call home: A synthesis of delta smelt habitat in the upper San Francisco estuary,"We used a combination of published literature and field survey data to synthesize the available information about habitat use by delta smelt Hypomesus transpacificus, a declining native species in the San Francisco Estuary. Delta smelt habitat ranges from San Pablo and Suisun bays to their freshwater tributaries, including the Sacramento and San Joaquin rivers. In recent years, substantial numbers of delta smelt have colonized habitat in Liberty Island, a north Delta area that flooded in 1997. The species has a more upstream distribution during spawning as opposed to juvenile rearing periods. Post-larvae and juveniles tend to have a more downstream distribution during wetter years. Delta smelt are most common in low-salinity habitat (<6 psu) with high turbidities (>12 NTU) and moderate temperatures (7 °C to 25 °C). They do not appear to have strong substrate preferences, but sandy shoals are important for spawning in other osmerids. The evidence to date suggests that they generally require at least some tidal flow in their habitats. Delta smelt also occur in a wide range of channel sizes, although they seem to be rarer in small channels (<15 m wide). Nonetheless, there is some evidence that open water adjacent to habitats with long water-residence times (e.g. tidal marsh, shoal, low-order channels) may be favorable. Other desirable features of delta smelt habitat include high calanoid copepod densities and low levels of submerged aquatic vegetation (SAV) and the toxic algae Microcystis. Although enough is known to plan for large-scale pilot habitat projects, these efforts are vulnerable to several factors, most notably climate change, which will change salinity regimes and increase the occurrence of lethal temperatures. We recommend restoration of multiple geographical regions and habitats coupled with extensive monitoring and adaptive management. An overall emphasis on ecosystem processes rather than specific habitat features is also likely to be most effective for recovery of the species.",2013,Article,Sommer T.; Mejia F.,University of Idaho; California Department of Water Resources,,,San Francisco Estuary and Watershed Science,scopus,affiliation,FALSE,TRUE,FALSE,FALSE,title+abstract,llm-full,biological and ecological sciences,fisheries biology,"This synthesis examines habitat use by delta smelt across life stages, integrating published literature and field survey data to characterize salinity, turbidity, temperature, substrate, flow, channel size, prey availability, and other habitat features associated with this declining fish species. The primary objective is to understand what constitutes suitable habitat for delta smelt to inform restoration and recovery efforts. The focus is on fish habitat requirements and distribution patterns for a managed species, making this fisheries biology rather than aquatic ecology, which would focus more broadly on community processes."
10.15447/sfews.2013v11iss3art5,We can do better: Longfin smelt and a case study in collaborative science,"October 2013 San Francisco Estuary & Watershed Science: Case Study We Can Do Better: Longfin Smelt and a Case Study in Collaborative Science Mark W. Cowin 1 and Charlton H. Bonham 2 1 Director, California Department of Water Resources Sacramento, CA 95814 USA friend@water.ca.gov 2 Director, California Department of Fish and Wildlife Sacramento, CA 95814 USA Dedicated to Mike Taugher, an extraordinary colleague and friend. There should be no question that flows into, through, and out of California's Delta are biologically important. Equally true is that water is a limited resource. Competing demands for Delta water include flows for native fish, water supply for farms and cit- ies, and cold water held back in large reservoirs to cool salmon streams. With the Delta Reform Act of 2009, the California Legislature established as overarch- ing state policy the co-equal goals of a more reliable water supply for California and protecting, restoring, and enhancing the Delta ecosystem. Since water is limited, there are inevitable trade-offs. This is where science and policy intersect. For too long, this tension has been handled one species at a time, one crisis at a time, and usually in court. This has fostered “combat science,” where regulatory agencies, water contractors, and environmental advocates line up their own hypotheses, ­studies, and conclusions like artillery in the courtroom. It has fed distrust and stymied col- laboration. This is a failed approach. A growing number of species dependent on the Delta are listed pursuant to the federal or state endangered species acts. Absent a change in how we manage the Delta, there is no evidence to suggest the situation will improve. We can do better. We must do better. The Bay Delta Conservation Plan (BDCP) (http://baydeltaconservationplan.com/ PlanningProcess/BDCP/BDCPProcess.aspx) takes a more comprehensive approach than the single-species management that has developed pursuant to Section 7 of the U.S. Endangered Species Act. In addition to providing a higher standard of protec- tion for listed species, the plan proposes to develop a more robust and collaborative science program that engages the same parties who historically have met in court to resolve disputes. Of course, this plan is not yet final. More environmental review and public input is scheduled, and ultimately our two departments have different roles: the California Department of Water Resources will propose a plan and the California",2013,Article,Cowin M.W.; Bonham C.H.,California Department of Water Resources; California Department of Fish and Wildlife,,,San Francisco Estuary and Watershed Science,scopus,affiliation,FALSE,TRUE,TRUE,FALSE,title+abstract,llm-full,planning and social sciences,environmental policy,"This essay by agency directors discusses the need to move beyond single-species, litigation-driven management toward collaborative science and comprehensive approaches like the Bay Delta Conservation Plan. The primary focus is on management philosophy, institutional coordination, science-policy integration, and governance frameworks for the Delta. This is environmental policy because it addresses institutional reform, regulatory approaches, and collaborative governance rather than conducting or reporting biophysical research on species or ecosystems."
10.15447/sfews.2014v12iss1art1,The role of tidal marsh restoration in fish management in the San Francisco estuary,"Tidal marsh restoration is an important management issue in the San Francisco Estuary (estuary). Restoration of large areas of tidal marsh is ongoing or planned in the lower estuary (up to 6,000 ha, Callaway et al. 2011). Large areas are proposed for restoration in the upper estuary under the Endangered Species Act biological opinions (3,237 ha) and the Bay Delta Conservation Plan (26,305 ha). In the lower estuary, tidal marsh has proven its value to a wide array of species that live within it (Palaima 2012). In the Sacramento-San Joaquin Delta (Delta), one important function ascribed to restoration of freshwater tidal marshes is that they make large contributions to the food web of fish in open waters (BDCP 2013). The Ecosystem Restoration Program ascribed a suite of ecological functions to tidal marsh restoration, including habitat and food web benefits to native fish (CDFW 2010). This background was the basis for a symposium, Tidal Marshes and Native Fishes in the Delta: Will Restoration Make a Difference? held at the University of California, Davis, on June 10, 2013. This paper summarizes conclusions the authors drew from the symposium. © 2014 by the article.",2014,Article,Herbold B.; Baltz D.M.; Brown L.; Grossinger R.; Kimmerer W.; Lehman P.; Moyle P.B.; Nobriga M.; Simenstad C.A.,"University of Washington; University of California, Davis; Louisiana State University; United States Environmental Protection Agency; San Francisco State University; United States Geological Survey; United States Fish and Wildlife Service; California Department of Water Resources; San Francisco Estuary Institute",,,San Francisco Estuary and Watershed Science,scopus,affiliation,FALSE,TRUE,FALSE,FALSE,title+abstract,llm-full,biological and ecological sciences,restoration ecology,"The primary focus is on whether tidal marsh restoration will provide ecological recovery and benefits (habitat and food web contributions) to native fish populations in the San Francisco Estuary and Delta. The central question is about evaluating the ecological outcomes and functions of restoration actions for fish management, not just general aquatic ecology."
10.15447/sfews.2014v12iss1art4,"Status of the Siberian prawn, Exopalaemon modestus, in the San Francisco estuary","The freshwater Siberian prawn, Exopalaemon modestus (Heller 1862, Crustacea: Decapoda: Palaemonidae), was likely introduced into the San Francisco Estuary in the late 1990s. Since the initial collection in 2000, E. modestus spread rapidly throughout the estuary and into upstream areas, and is now the most common caridean shrimp in the upper estuary, including the Sacramento-San Joaquin Delta. We summarized data collected from 2000 to 2011 by several long-term monitoring projects, special studies, and the public concerning E. modestus in California. Although some specific ecological effects of this introduced species have been documented, broader effects are largely unknown. E. modestus is likely to expand its distribution within the estuary and watershed and become established in other freshwater areas of California. © 2014 by the article author(s).",2014,Article,Brown T.; Hieb K.A.,California Department of Water Resources; California Department of Fish and Wildlife,,,San Francisco Estuary and Watershed Science,scopus,affiliation,FALSE,TRUE,TRUE,FALSE,title+abstract,llm-full,biological and ecological sciences,invasive species,"The paper examines the introduction, establishment, spread, and distribution of the non-native Siberian prawn (Exopalaemon modestus) in the San Francisco Estuary. The central scientific objective is understanding the invasion dynamics and ecological effects of this introduced species, which is the core focus of invasive species research."
10.15447/sfews.2014v12iss4art3,"An evaluation of otolith thermal marking at the Feather River Hatchery, California","California's Feather River Hatchery (FRH) propagates two runs of Chinook salmon (Oncorhynchus tshawytscha): spring run and fall run. Loss of spawning habitat and historical hatchery practices have led to introgression of these runs. Recent efforts to reform hatchery operations at the FRH are focused on reducing introgression and increasing the proportion of natural-origin spawners in the broodstock.Implementing these reforms, however, requires a means of distinguishing FRH fish from natural-origin fish, and FRH spring-run fish from FRH fall-run fish. Coded-wire tagging and parentage-based genetic tagging can be used for this purpose, but are laborintensive and expensive. Otolith thermal marking (OTM) is a 100% marking technique widely used in the Pacific Northwest, Alaska, and Russia that can be effective and relatively inexpensive. We initiated an OTM program at the FRH in 2005 to determine its viability as a 100% marking tool for a hatchery with an annual production goal of 10 million smolts. Our analysis of otoliths collected from returning adults atthe FRH demonstrated that OTM could be successfully applied to identify the origin (FRH or natural) and, for FRH fish, the run type (spring run or fall run). Otoliths collected between 2009 and 2011 show runtype mixing between 12% to 20% in both spring-run and fall-run FRH broodstock. Additionally, results suggest natural-spawner contribution to hatchery broodstock is very low (<1% to 10%). OTM may provide another way to reduce the rate of introgression between FRH spring-run and fall-run Chinook salmon, and increasing the proportion of natural origin spawners in hatchery broodstock, both of which should improve the long-term viability of FRH spring-run and fall-run Chinook salmon.",2014,Article,Mercer M.; Kurth R.,California Department of Water Resources,,,San Francisco Estuary and Watershed Science,scopus,affiliation,FALSE,TRUE,TRUE,TRUE,title+abstract,llm-full,biological and ecological sciences,fisheries biology,"The primary focus is on evaluating otolith thermal marking as a method to distinguish hatchery-origin Chinook salmon from natural-origin fish and to differentiate between spring-run and fall-run hatchery stocks. The central objectives are reducing introgression between runs and improving broodstock management for hatchery Chinook salmon populations, which are core fisheries biology and management questions."
10.15447/sfews.2015v13iss2art2,California central valley water rights in a changing climate,"Climate change and resulting changes in hydrology are already altering-and are expected in the future to continue to alter-the timing and amount of water flowing through rivers and streams. As these changes occur, the historical reliability of existing water rights will change. This study evaluates future water rights reliability in the Sacramento-Feather-American river watersheds. Because adequate data are not available to conduct a comprehensive analysis of water rights reliability, a condition placed into certain water rights, known as Term 91, is used to model projected water rights curtailment actions. Comparing the frequency and length of the historical and simulated future water diversion curtailments provides a useful projection of water rights reliability and water scarcity in the Sacramento-San Joaquin Delta (Delta) watershed. Projections of future water rights curtailments show that water rights holders are likely to be curtailed much more frequently, and for significantly longer durations, as we move through the 21st century. Further, many more water rights holders will be affected by curtailment actions in the future. As curtailments last longer and become more common, more water users will have to access other supplies, such as groundwater or water transfers, or will have to fallow land or conserve water in other ways to meet their demands. These activities will likely ratchet up the potential for additional conflicts over water in the Delta watershed.",2015,Article,Schwarz A.M.,California Department of Water Resources,,,San Francisco Estuary and Watershed Science,scopus,affiliation,FALSE,TRUE,TRUE,TRUE,title+abstract,llm-full,climate change science and adaptation,climate risk and adaptation planning,"The study evaluates future water rights reliability under climate change by projecting curtailment frequencies and durations in the Sacramento-Feather-American watersheds. The primary focus is assessing climate-related risks to water allocation systems and identifying adaptation challenges, not characterizing climate itself or managing water resources under current conditions."
